uei,start_date,end_date,duration_days,main_cause,location,districts,state,latitude,longitude,severity,area_affected,human_fatality,human_injured,human_displaced,animal_fatality,description_casualties_injured,extent_of_damage,event_source,event_source_id
UEI-DFO-FL-2018-0007,2018-07-08,2018-10-08,92.0,Monsoonal rain,Unknown,Unknown,Unknown,9.39943,76.7275,1.5,24440.47,20.0,0.0,1000.0,0.0,Unknown,Unknown,DFO,4663
UEI-DFO-FL-2018-0008,2018-02-08,2018-10-08,242.0,Monsoonal rain,Unknown,Unknown,Unknown,27.2914,94.1222,1.5,73328.62,0.0,0.0,25000.0,0.0,Unknown,Unknown,DFO,4665
UEI-DFO-FL-2018-0009,2018-01-09,2018-07-09,181.0,Monsoonal rain,Unknown,Unknown,Unknown,25.7354,82.4309,1.5,70859.96,20.0,0.0,1000.0,0.0,Unknown,Unknown,DFO,4673
UEI-DFO-FL-2018-0010,2018-08-15,2018-07-09,0.0,Monsoonal rain,Unknown,Unknown,Unknown,26.0513,94.7655,1.5,28864.54,11.0,0.0,2000.0,0.0,Unknown,Unknown,DFO,4675
UEI-DFO-FL-2018-0011,2018-09-23,2018-02-10,0.0,Torrential rain,Unknown,Unknown,Unknown,31.3414,76.6285,1.0,114348.33,28.0,0.0,935.0,0.0,Unknown,Unknown,DFO,4684
UEI-DFO-FL-2018-0012,2018-11-10,2018-12-10,30.0,Tropical cyclone,Unknown,Unknown,Unknown,17.9,83.3588,1.5,87682.57,7.0,0.0,300000.0,0.0,Unknown,Unknown,DFO,4686
UEI-DFO-FL-2019-0001,2019-03-05,2019-07-05,122.0,Tropical cyclone,Unknown,Unknown,Unknown,21.5427,87.4662,1.5,123330.04,43.0,0.0,1400000.0,0.0,Unknown,Unknown,DFO,4746
UEI-DFO-FL-2019-0002,2019-05-24,2019-05-27,3.0,Heavy Rain,Unknown,Unknown,Unknown,23.4991,91.5736,1.5,9467.55,0.0,0.0,750.0,0.0,Unknown,Unknown,DFO,4752
UEI-DFO-FL-2019-0003,2019-06-27,2019-07-13,16.0,Monsoonal rain,Unknown,Unknown,Unknown,27.3531,94.3944,1.0,67022.92,3.0,0.0,50000.0,0.0,Unknown,Unknown,DFO,4772
UEI-DFO-FL-2019-0004,2019-01-07,2019-05-07,120.0,Torrential rain,Unknown,Unknown,Unknown,20.2969,74.748,1.5,113845.85,36.0,0.0,0.0,0.0,Unknown,Unknown,DFO,4775
UEI-DFO-FL-2019-0005,2019-06-08,2019-09-08,92.0,Monsoonal rain,Unknown,Unknown,Unknown,11.4575,76.0842,1.5,94518.75,0.0,0.0,22000.0,0.0,Unknown,Unknown,DFO,4784
UEI-DFO-FL-2019-0006,2019-05-08,2019-09-08,123.0,Monsoonal rain,Unknown,Unknown,Unknown,19.1145,83.4825,1.5,302736.26,25.0,0.0,112500.0,0.0,Unknown,Unknown,DFO,4785
UEI-DFO-FL-2019-0007,2019-09-13,2019-09-22,9.0,Monsoonal rain,Unknown,Unknown,Unknown,25.3928,74.3521,1.5,180233.95,0.0,0.0,4500.0,0.0,Unknown,Unknown,DFO,4798
UEI-DFO-FL-2019-0008,2019-09-15,2019-09-22,7.0,Monsoonal rain,Unknown,Unknown,Unknown,24.1511,77.3956,1.5,236728.11,0.0,0.0,45000.0,0.0,Unknown,Unknown,DFO,4799
UEI-DFO-FL-2019-0009,2019-10-25,2019-06-11,0.0,Heavy Rain,Unknown,Unknown,Unknown,27.0678,94.2459,1.0,106818.77,2.0,0.0,1000.0,0.0,Unknown,Unknown,DFO,4822
UEI-DFO-FL-2019-0010,2019-11-30,2019-06-12,0.0,Heavy Rain,Unknown,Unknown,Unknown,10.8488,78.8554,1.5,104755.46,30.0,0.0,1000.0,0.0,Unknown,Unknown,DFO,4832
UEI-EM-DAT-FL-1926-0001,1926-07-19,1926-07-19,0.0,Riverine flood,Bengal,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1926-0008
UEI-EM-DAT-FL-1928-0001,1928-10-19,1928-10-19,0.0,Unknown,"Godavari, Vizagapatnam",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1928-0018
UEI-EM-DAT-FL-1950-0001,1950-07-11,1950-07-11,0.0,Riverine flood,Saurashtra,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1950-0006
UEI-EM-DAT-FL-1950-0002,1950-06-01,1950-06-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1950-0026
UEI-EM-DAT-FL-1953-0001,1953-06-01,1953-06-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1953-0045
UEI-EM-DAT-FL-1956-0001,1956-08-01,1956-08-01,0.0,Unknown,"Gujarat, Saurashtra, Kutch",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1956-0012
UEI-EM-DAT-FL-1956-0002,1956-09-09,1956-09-09,0.0,Unknown,"Bihar, Uttar Pradesh",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1956-0016
UEI-EM-DAT-FL-1956-0003,1956-10-01,1956-10-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1956-0046
UEI-EM-DAT-FL-1957-0001,1957-09-09,1957-09-09,0.0,Unknown,"Madya Pradesh, Uttar Pradesh",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1957-0010
UEI-EM-DAT-FL-1957-0002,1957-09-01,1957-09-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1957-0038
UEI-EM-DAT-FL-1957-0003,1957-11-01,1957-11-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1957-0041
UEI-EM-DAT-FL-1958-0001,1958-11-15,1958-11-15,0.0,Unknown,Madras city,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1958-0015
UEI-EM-DAT-FL-1959-0001,1959-07-04,1959-07-04,0.0,Unknown,Kutch,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1959-0007
UEI-EM-DAT-FL-1959-0002,1959-07-01,1959-07-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1959-0038
UEI-EM-DAT-FL-1959-0003,1959-09-01,1959-09-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1959-0046
UEI-EM-DAT-FL-1960-0001,1960-11-10,1960-11-10,0.0,Unknown,"Maduri, Madras City",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1960-0032
UEI-EM-DAT-FL-1960-0002,1960-07-01,1960-07-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1960-0051
UEI-EM-DAT-FL-1960-0003,1960-08-01,1960-08-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1960-0054
UEI-EM-DAT-FL-1960-0004,1960-09-01,1960-09-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1960-0056
UEI-EM-DAT-FL-1961-0001,1961-07-01,1961-07-01,0.0,Unknown,North,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1961-0007
UEI-EM-DAT-FL-1961-0002,1961-09-06,1961-09-06,0.0,Unknown,"Central, West India",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1961-0009
UEI-EM-DAT-FL-1961-0003,1961-10-09,1961-10-09,0.0,Unknown,Uttar Pradesh,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1961-0012
UEI-EM-DAT-FL-1961-0004,1961-10-01,1961-10-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1961-0050
UEI-EM-DAT-FL-1962-0001,1962-08-01,1962-08-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1962-0034
UEI-EM-DAT-FL-1962-0002,1962-09-01,1962-09-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1962-0036
UEI-EM-DAT-FL-1963-0001,1963-07-01,1963-07-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1963-0070
UEI-EM-DAT-FL-1964-0001,1964-07-01,1964-07-01,0.0,Unknown,"Assam, Bihar, Punjab",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1964-0038
UEI-EM-DAT-FL-1964-0002,1964-10-01,1964-10-01,0.0,Unknown,Andhra Pradesh,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1964-0055
UEI-EM-DAT-FL-1964-0003,1964-09-01,1964-09-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1964-0097
UEI-EM-DAT-FL-1964-0004,1964-09-01,1964-09-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1964-0101
UEI-EM-DAT-FL-1966-0001,1966-06-01,1966-06-01,0.0,Unknown,"Manipur, Assam",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1966-0046
UEI-EM-DAT-FL-1967-0001,1967-09-05,1967-09-05,0.0,Unknown,"North, Central",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1967-0055
UEI-EM-DAT-FL-1968-0001,1968-06-12,1968-06-12,0.0,Unknown,Assam,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1968-0051
UEI-EM-DAT-FL-1968-0002,1968-07-01,1968-07-01,0.0,Flash flood,"(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1968-0055
UEI-EM-DAT-FL-1968-0003,1968-08-01,1968-08-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1968-0124
UEI-EM-DAT-FL-1968-0004,1968-10-01,1968-10-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1968-0127
UEI-EM-DAT-FL-1970-0001,1970-07-01,1970-07-01,0.0,Unknown,"North-East, Western, North",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1970-0034
UEI-EM-DAT-FL-1970-0002,1970-09-02,1970-09-02,0.0,Unknown,"Gujarat, Orissa states",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1970-0105
UEI-EM-DAT-FL-1971-0001,1971-06-01,1971-06-01,0.0,Unknown,North,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1971-0037
UEI-EM-DAT-FL-1971-0002,1971-09-09,1971-09-09,0.0,Unknown,Uttar Pradesh,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1971-0052
UEI-EM-DAT-FL-1971-0003,1971-06-01,1971-06-01,0.0,Unknown,"Brahmaputra, Dhemaji, North Lakhimpur, Jorhat, Tezpur sub-divisions",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1971-0116
UEI-EM-DAT-FL-1974-0001,1974-06-01,1974-06-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1974-0128
UEI-EM-DAT-FL-1974-0002,1974-07-02,1974-07-02,0.0,Unknown,"Tinsukia, Dhemaji, Nowgong, Majuli, Jorhat, Dhubri",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1974-0129
UEI-EM-DAT-FL-1975-0001,1975-07-01,1975-07-01,0.0,Unknown,"Northwest, Bihar",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1975-0037
UEI-EM-DAT-FL-1977-0001,1977-08-01,1977-08-01,0.0,Riverine flood,Ganges region,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1977-0094
UEI-EM-DAT-FL-1977-0002,1977-10-01,1977-10-01,0.0,Unknown,Tamil Nadu,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1977-0121
UEI-EM-DAT-FL-1978-0001,1978-07-01,1978-07-01,0.0,Unknown,"North, Northeast",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1978-0087
UEI-EM-DAT-FL-1978-0002,1978-09-01,1978-09-01,0.0,Unknown,West Bengal,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1978-0111
UEI-EM-DAT-FL-1979-0001,1979-07-01,1979-07-01,0.0,Unknown,"North West, North, North East",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1979-0060
UEI-EM-DAT-FL-1979-0002,1979-10-01,1979-10-01,0.0,Unknown,Assam,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1979-0093
UEI-EM-DAT-FL-1979-0003,1979-11-01,1979-11-01,0.0,Unknown,Tamil Nadu,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1979-0100
UEI-EM-DAT-FL-1979-0004,1979-08-25,1979-08-25,0.0,Unknown,"Uttar Pradesh, Bihar, West Bengal",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1979-0225
UEI-EM-DAT-FL-1980-0001,1980-07-01,1980-07-01,0.0,Unknown,Assam,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1980-0057
UEI-EM-DAT-FL-1980-0002,1980-07-01,1980-07-01,0.0,Unknown,Gujarat,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1980-0062
UEI-EM-DAT-FL-1980-0003,1980-08-01,1980-08-01,0.0,Unknown,"Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1980-0074
UEI-EM-DAT-FL-1980-0004,1980-09-01,1980-09-01,0.0,Unknown,Orissa,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1980-0085
UEI-EM-DAT-FL-1980-0005,1980-07-01,1980-07-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1980-0324
UEI-EM-DAT-FL-1981-0001,1981-07-04,1981-07-04,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1981-0063
UEI-EM-DAT-FL-1982-0001,1982-08-01,1982-08-01,0.0,Unknown,Northeast,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1982-0087
UEI-EM-DAT-FL-1982-0002,1982-06-01,1982-06-01,0.0,Unknown,North-East region,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1982-0314
UEI-EM-DAT-FL-1983-0001,1983-07-01,1983-07-01,0.0,Unknown,"Upper Assama, Central Sikkim",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1983-0089
UEI-EM-DAT-FL-1983-0002,1983-08-01,1983-08-01,0.0,Unknown,Central - Western,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1983-0102
UEI-EM-DAT-FL-1983-0003,1983-12-01,1983-12-01,0.0,Unknown,Tamil Nadu,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1983-0153
UEI-EM-DAT-FL-1983-0004,1983-09-01,1983-09-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1983-0507
UEI-EM-DAT-FL-1984-0001,1984-05-01,1984-05-01,0.0,Unknown,North-East states,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1984-0040
UEI-EM-DAT-FL-1984-0002,1984-06-25,1984-06-25,0.0,Unknown,"West Bengal, Uttar Pradesh, Assam, Bihar",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1984-0318
UEI-EM-DAT-FL-1984-0003,1984-08-16,1984-08-16,0.0,Flash flood,Ladakh area,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1984-0322
UEI-EM-DAT-FL-1984-0004,1984-08-01,1984-08-01,0.0,Unknown,"W Bengal, Uttar Pradesh & Orissa",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1984-0323
UEI-EM-DAT-FL-1984-0005,1984-09-01,1984-09-01,0.0,Unknown,North-East region,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1984-0325
UEI-EM-DAT-FL-1985-0001,1985-06-01,1985-06-01,0.0,Unknown,Punjab (Western),Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1985-0067
UEI-EM-DAT-FL-1985-0002,1985-06-01,1985-06-01,0.0,Unknown,"Uttar Pradesh,  West Bengal, Punjab (North, North-West, East India)",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1985-0068
UEI-EM-DAT-FL-1985-0003,1985-11-12,1985-11-12,0.0,Unknown,Tamil Nadu,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1985-0131
UEI-EM-DAT-FL-1985-0004,1985-09-01,1985-09-01,0.0,Riverine flood,"Uttar Pradesh, Bihar",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1985-0317
UEI-EM-DAT-FL-1985-0005,1985-06-23,1985-06-23,0.0,Riverine flood,"Kerala, Assam, Bombay, Karnataka, Goa states",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1985-0343
UEI-EM-DAT-FL-1986-0001,1986-08-01,1986-08-01,0.0,Riverine flood,Andhra Pradesh,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1986-0085
UEI-EM-DAT-FL-1986-0002,1986-10-10,1986-10-10,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1986-0239
UEI-EM-DAT-FL-1986-0003,1986-01-01,1986-01-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1986-0385
UEI-EM-DAT-FL-1987-0001,1987-08-01,1987-08-01,0.0,Riverine flood,"Assam, Bihar, West Bengal",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1987-0137
UEI-EM-DAT-FL-1987-0002,1987-05-01,1987-05-01,0.0,Unknown, Cachemire,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1987-0386
UEI-EM-DAT-FL-1987-0003,1987-07-09,1987-07-09,0.0,Unknown, Andhra Pradesh,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1987-0394
UEI-EM-DAT-FL-1987-0004,1987-09-18,1987-09-18,0.0,Unknown,Uttar Pradesh,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1987-0410
UEI-EM-DAT-FL-1988-0001,1988-06-01,1988-06-01,0.0,Riverine flood,"Bihar, West Bengal, Assam",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1988-0244
UEI-EM-DAT-FL-1988-0002,1988-09-22,1988-10-09,17.0,Riverine flood,"Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1988-0438
UEI-EM-DAT-FL-1988-0003,1988-08-01,1988-08-01,0.0,Unknown,"Uttar Pradesh, Assam, Bihar, West Bengal, Arunachal Pradesh",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1988-0703
UEI-EM-DAT-FL-1989-0001,1989-07-28,1989-07-28,0.0,Riverine flood,"Maharashtra, Andhra Pradesh, Gujarat",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1989-0091
UEI-EM-DAT-FL-1989-0002,1989-08-01,1989-08-01,0.0,Riverine flood,"Assam, Arunachal Pradesh, Manipur, Mizorem",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1989-0260
UEI-EM-DAT-FL-1990-0001,1990-03-21,1990-03-22,1.0,Flash flood,"Jammu, Kargil district (Kashmir)",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1990-0103
UEI-EM-DAT-FL-1990-0002,1990-10-24,1990-10-28,4.0,Riverine flood,Tami Nadu state,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1990-0414
UEI-EM-DAT-FL-1990-0003,1990-08-01,1990-08-01,0.0,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1990-0589
UEI-EM-DAT-FL-1990-0004,1990-06-13,1990-06-18,5.0,Riverine flood,Bombay (Assam state),Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1990-0714
UEI-EM-DAT-FL-1991-0001,1991-07-13,1991-07-19,6.0,Coastal flood,"Assam, Meghalaya states",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0189
UEI-EM-DAT-FL-1991-0002,1991-06-10,1991-06-12,2.0,Riverine flood,"Bombay, Kerala, Gujarat",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0278
UEI-EM-DAT-FL-1991-0003,1991-05-07,1991-05-08,1.0,Coastal flood,"Assam, Tripura, Arunachal, Mizorem",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0338
UEI-EM-DAT-FL-1991-0004,1991-10-30,1991-10-30,0.0,Riverine flood, Near Thondebhavi (Karnataka),Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0431
UEI-EM-DAT-FL-1991-0005,1991-06-01,1991-07-09,38.0,Riverine flood,Kerala state,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0509
UEI-EM-DAT-FL-1991-0006,1991-07-30,1991-07-30,0.0,Riverine flood,"Andhra Pradesh, Maharashtra, Orissa, Gujarat, Madhya Pradesh",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0527
UEI-EM-DAT-FL-1991-0007,1991-08-15,1991-08-29,14.0,Riverine flood,"Haryana, Uttar Pradesh, Himachal Pradesh, Bihar states",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0532
UEI-EM-DAT-FL-1991-0008,1991-09-14,1991-09-15,1.0,Riverine flood,West Bengal state,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1991-0766
UEI-EM-DAT-FL-1992-0001,1992-09-08,,0.0,Riverine flood,"Uttar Pradesh, Jammu, Madhya Pradesh",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1992-0083
UEI-EM-DAT-FL-1992-0002,1992-10-08,1992-10-08,0.0,Riverine flood,"Vamanapuram, Amravilla (Trivadrum district, Kerala state)",Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,EM-DAT,1992-0147
